DATE,SPCS10RSA
2003-09-01,154.658220726461
2003-10-01,156.814445851575
2003-11-01,159.16988647397199
2003-12-01,161.642099311139
2004-01-01,164.007004137972
2004-02-01,166.418576765746
2004-03-01,169.47997490523
2004-04-01,172.48308178248402
2004-05-01,175.542138491596
2004-06-01,178.842498185985
2004-07-01,181.528338527743
2004-08-01,183.5324396644
2004-09-01,185.52190385474498
2004-10-01,187.44748068649798
2004-11-01,189.491415141212
2004-12-01,191.759443630435
2005-01-01,194.603569130344
2005-02-01,197.778029439816
2005-03-01,201.27906048192798
2005-04-01,203.82870361233998
2005-05-01,206.084263845262
2005-06-01,208.224345432393
2005-07-01,210.276584246755
2005-08-01,212.317551112445
2005-09-01,214.971088733303
2005-10-01,217.45860003572201
2005-11-01,219.941081732146
2005-12-01,222.18046933770802
2006-01-01,223.87119736164
2006-02-01,225.636021722452
2006-03-01,226.474902950433
2006-04-01,226.904285218549
2006-05-01,226.644019175085
2006-06-01,225.691003916735
2006-07-01,224.56002433464198
2006-08-01,223.260397791785
2006-09-01,222.836270796585
2006-10-01,222.777910008124
2006-11-01,222.881299484608
2006-12-01,222.562599202343
2007-01-01,222.743321225282
2007-02-01,222.96974151853297
2007-03-01,222.875871995905
2007-04-01,221.396079709212
2007-05-01,219.28014379127202
2007-06-01,216.806936515844
2007-07-01,214.450211216012
2007-08-01,211.93870879007198
2007-09-01,210.10571524655202
2007-10-01,207.662018302186
2007-11-01,204.161170180932
2007-12-01,200.80122501299
2008-01-01,197.467141795489
2008-02-01,193.147499410732
2008-03-01,189.30424756561797
2008-04-01,185.91870038751802
2008-05-01,182.550299786198
2008-06-01,179.986222267467
2008-07-01,176.761110554875
2008-08-01,174.009141548815
2008-09-01,170.769631911285
2008-10-01,167.80267333626998
2008-11-01,165.060455310246
2008-12-01,162.265477304757
2009-01-01,159.26375116937598
2009-02-01,157.089116627035
2009-03-01,154.3975541825
2009-04-01,152.86603781934602
2009-05-01,152.088056812631
2009-06-01,152.727781489746
2009-07-01,153.89338585943898
2009-08-01,155.247410421192
2009-09-01,156.073830983261
2009-10-01,156.879860161652
2009-11-01,157.584420194538
2009-12-01,158.497372278969
2010-01-01,159.454316183957
2010-02-01,159.733677805241
2010-03-01,159.429069939347
2010-04-01,160.018194223514
2010-05-01,160.2615072173
2010-06-01,160.165826153191
2010-07-01,159.738202611182
2010-08-01,158.824406057826
2010-09-01,158.087691329665
2010-10-01,157.145634087727
2010-11-01,156.967063140415
2010-12-01,156.617872587328
2011-01-01,156.194616190425
2011-02-01,155.460144228831
2011-03-01,154.028018804263
2011-04-01,154.222397455539
2011-05-01,153.9283037539
2011-06-01,153.73248472487
2011-07-01,153.677047068209
2011-08-01,153.344107854624
2011-09-01,152.832579561592
2011-10-01,151.994283196607
2011-11-01,151.134350341211
2011-12-01,150.374868965206
2012-01-01,149.9836307487
2012-02-01,149.64929749022699
2012-03-01,149.287910622252
2012-04-01,150.491158561432
2012-05-01,152.046052414489
2012-06-01,153.583098106339
2012-07-01,154.50420155890498
2012-08-01,155.442901549814
2012-09-01,156.330325014692
2012-10-01,157.314198051471
2012-11-01,158.250766974566
2012-12-01,159.670530592498
2013-01-01,160.874880088805
2013-02-01,162.27126621121099
2013-03-01,163.878376449492
2013-04-01,167.1150316801
2013-05-01,169.462452556362
2013-06-01,171.49550091872499
2013-07-01,173.492651561195
2013-08-01,175.58106037972001
2013-09-01,177.44618153290298
2013-10-01,179.072074423195
2013-11-01,180.422007275962
2013-12-01,181.40641872051003
2014-01-01,182.51059749626302
2014-02-01,183.205937403589
2014-03-01,184.00605421917598
2014-04-01,184.703217883508
2014-05-01,184.97922373464698
2014-06-01,185.364844140197
2014-07-01,185.49907789954
2014-08-01,185.75940898256698
2014-09-01,186.218777930409
2014-10-01,187.141131810914
2014-11-01,187.897156915692
2014-12-01,188.991435081357
2015-01-01,189.880767704157
2015-02-01,191.23026085930098
2015-03-01,191.797150639627
2015-04-01,192.617936223684
2015-05-01,193.19910899419702
2015-06-01,193.721142045099
2015-07-01,194.21436440591802
2015-08-01,194.789139217369
2015-09-01,195.61771195830102
2015-10-01,196.493894986003
2015-11-01,197.546220272826
2015-12-01,198.21817387939097
2016-01-01,199.056877047568
2016-02-01,199.605924452097
2016-03-01,200.329501705644
2016-04-01,201.210463109781
2016-05-01,201.571042803458
2016-06-01,202.134261202777
2016-07-01,202.77883157118302
2016-08-01,203.58831865788002
2016-09-01,204.231972785927
2016-10-01,204.87800299106098
2016-11-01,206.13496704979698
2016-12-01,207.428211432804
2017-01-01,208.905923362659
2017-02-01,209.56260804652302
2017-03-01,210.17606023166098
2017-04-01,210.757451373349
2017-05-01,211.53329901930002
2017-06-01,212.190616583208
2017-07-01,213.547495067468
2017-08-01,214.633901732032
2017-09-01,216.017312113866
2017-10-01,217.11471815653098
2017-11-01,218.499214403619
2017-12-01,219.606984834811
2018-01-01,221.08810743956298
2018-02-01,222.616669582341
2018-03-01,223.27402548087002
2018-04-01,223.81102532031602
2018-05-01,224.29337410161
2018-06-01,224.909693035704
2018-07-01,225.427741976073
2018-08-01,226.07800425998798
2018-09-01,226.600718493616
2018-10-01,227.08072246417598
2018-11-01,227.192740733775
2018-12-01,227.354759451377
2019-01-01,227.42177891354802
2019-02-01,227.67139788663997
2019-03-01,227.747060629548
2019-04-01,228.47095232335099
2019-05-01,228.970457402971
2019-06-01,229.15656019451802
2019-07-01,229.285243244304
2019-08-01,229.795717611604
2019-09-01,230.222530942054
2019-10-01,230.89476692347
2019-11-01,231.677867717967
2019-12-01,232.56455340944902
2020-01-01,233.281134298088
2020-02-01,234.30877684257098
2020-03-01,235.26793492546398
2020-04-01,235.749873922293
2020-05-01,235.711182195177
2020-06-01,235.68610721953
2020-07-01,237.72408508196202
2020-08-01,241.33301719677996
2020-09-01,244.99403691517998
2020-10-01,248.7733464131
2020-11-01,252.32291198499198
2020-12-01,255.582485001235
2021-01-01,258.965422410888
2021-02-01,262.13482672746
2021-03-01,266.20681872918897
2021-04-01,270.503109779427
2021-05-01,275.238885402542
2021-06-01,279.69567003183397
2021-07-01,283.468550988563
2021-08-01,286.332418504339
2021-09-01,288.907441985239
2021-10-01,291.521216375613
2021-11-01,294.738803661299
2021-12-01,298.78138150495
2022-01-01,303.928230273917
2022-02-01,311.08165498306596
2022-03-01,318.013545258833
2022-04-01,323.661626731227
